Producto1Cantidad,Producto2Cantidad,Producto3Cantidad,CiudadSucursal,ClienteNombre,DescuentoVenta,DireccionCliente,EdadCliente,EmailCliente,Año,Trimestre,Mes,Día,GeneroCliente,HoraVenta,Producto2Marca,Producto3Marca,MetodoPago,Producto1Nombre,Producto2Nombre,Producto3Nombre,Producto1Marca,Producto1PrecioUnitario,Producto2PrecioUnitario,Producto3PrecioUnitario,Producto1Subtotal,Producto2Subtotal,Producto3Subtotal,SucursalNombre,TelefonoCliente,TotalVenta,VendedorNombre,VentaID,AñoVenta,EmailValido,MesNumero,MesVenta
1,10,20,Bogota,Roberto Guillen,0,cll 55 #6-95,22,roberto47@hotmail.com,2021,Qtr 1,enero,30,M,1899-12-30 08:58:49,Acer,HP,Tarjeta Crédito,Dell XPS 13,Acer Aspire 5,HP Omen 16,Dell,4800000,20000000,60000000,4800000,20000000,120000000,TechCore Bogota #1,'+34983 455 627,188000000,Aura del Bermúdez,20469,2021,true,1,enero
1,10,20,Bogota,Roberto Ruiz Barriga,0,cll 21 #15-6,27,roberto6@yahoo.com,2015,Qtr 3,agosto,28,M,1899-12-30 02:14:51,Lenovo,Lenovo,Transferencia,Acer Aspire 5,Lenovo Yoga 7i,Lenovo ThinkPad X1 Carbon,Acer,2000000,44000000,68000000,2000000,44000000,136000000,TechCore Bogota #2,'+34 851 59 56 03,200000000,Armida Azorin Plaza,25336,2015,true,8,agosto
1,10,20,Bogota,Rodolfo Daza Sans,5,cra 33 #59-20,19,rodolfo54@gmail.com,2022,Qtr 1,marzo,13,M,1899-12-30 13:09:21,HP,HP,Transferencia,HP Envy 13,HP Omen 16,HP Pavilion 15,HP,4000000,60000000,35000000,4000000,60000000,70000000,TechCore Bogota #1,'+34 946 46 04 18,161500000,Griselda Arnaiz Palacio,4185,2022,true,3,marzo
1,10,20,Bogota,Rodrigo Jordán Valverde,0,cll 33 #2-31,21,rodrigo29@yahoo.com,2016,Qtr 1,enero,27,M,1899-12-30 11:11:54,HP,HP,Transferencia,Apple MacBook Pro 14,HP Spectre x360,HP Pavilion 15,Apple,8000000,52000000,35000000,8000000,52000000,70000000,TechCore Bogota #1,'+34987 586 136,202000000,Poncio Gabriel Poza Acedo,19218,2016,true,1,enero
1,10,20,Bogota,Rogelio Vasco Anglada Chacón,1,cll 62 #42-39,51,rogelio63@gmail.com,2020,Qtr 4,diciembre,7,M,1899-12-30 19:05:30,Microsoft,Apple,Tarjeta Crédito,HP Pavilion 15,Microsoft Surface Book 3,Apple MacBook Air M1,HP,3500000,64000000,55000000,3500000,64000000,110000000,TechCore Bogota #1,'+34 726 429 677,188100000,María Belén Alegria Camps,2950,2020,true,12,diciembre
1,10,20,Bogota,Rolando Falcón Huguet,0,cra 33 #22-65,24,rolando87@gmail.com,2023,Qtr 4,octubre,26,M,1899-12-30 08:12:01,Asus,Microsoft,Tarjeta Débito,Apple MacBook Air M1,Asus VivoBook 15,Microsoft Surface Pro 9,Apple,5500000,24000000,44000000,5500000,24000000,88000000,TechCore Bogota #1,'+34 847 79 56 05,167000000,María Belén Alegria Camps,7031,2023,true,10,octubre
1,10,20,Bogota,Roque Perez Jara,5,cra 95 #90-71,22,roque19@gmail.com,2022,Qtr 2,junio,8,M,1899-12-30 22:02:49,Apple,Acer,Tarjeta Crédito,Lenovo IdeaPad 5,Apple MacBook Pro 14,Acer Aspire 5,Lenovo,2800000,80000000,20000000,2800000,80000000,40000000,TechCore Bogota #1,'+34 879920444,140600000,Aura del Bermúdez,19911,2022,true,6,junio
1,10,20,Bogota,Rosalina Lladó-Giner,0,cra 59 #62-34,41,rosalina32@hotmail.com,2015,Qtr 2,junio,3,F,1899-12-30 13:59:44,Lenovo,HP,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo IdeaPad 5,HP Spectre x360,Lenovo,7200000,28000000,52000000,7200000,28000000,104000000,TechCore Bogota #2,'+34883406700,204000000,Herminia Meléndez-Huguet,26182,2015,true,6,junio
1,10,20,Bogota,Rosalva Farré Bas,0,cra 81 #7-31,32,rosalva55@gmail.com,2015,Qtr 2,mayo,29,F,1899-12-30 06:50:45,Lenovo,Apple,Billetera Digital,HP Omen 16,Lenovo Legion 5 Pro,Apple MacBook Air M1,HP,6000000,72000000,55000000,6000000,72000000,110000000,TechCore Bogota #2,'+34 884 70 84 72,242000000,Edu Juan Pedraza,21721,2015,true,5,mayo
1,10,20,Bogota,Ruperta Lillo,0,cll 35 #30-30,42,ruperta28@gmail.com,2014,Qtr 4,octubre,18,F,1899-12-30 14:30:59,Dell,Samsung,Tarjeta Crédito,Lenovo Legion 5 Pro,Dell XPS 13,Samsung Galaxy Book Odyssey,Lenovo,7200000,48000000,68000000,7200000,48000000,136000000,TechCore Bogota #2,'+34 985 079 264,256000000,Herminia Meléndez-Huguet,14595,2014,true,10,octubre
1,10,20,Bogota,Ruperto Vélez Patiño,0,cra 92 #80-46,47,ruperto97@hotmail.com,2022,Qtr 1,febrero,18,M,1899-12-30 23:50:27,Acer,Apple,Tarjeta Crédito,Dell Inspiron 15,Acer Nitro 5,Apple MacBook Pro 14,Dell,3000000,40000000,80000000,3000000,40000000,160000000,TechCore Bogota #2,'+34719617469,230000000,Armida Azorin Plaza,19627,2022,true,2,febrero
1,10,20,Bogota,Ruy Domingo Téllez,0,cra 80 #60-51,32,ruy24@yahoo.com,2017,Qtr 1,febrero,4,M,1899-12-30 01:33:30,HP,Lenovo,Tarjeta Crédito,Dell Inspiron 15,HP Spectre x360,Lenovo Yoga 7i,Dell,3000000,52000000,44000000,3000000,52000000,88000000,TechCore Bogota #1,'+34 982 81 83 19,170000000,María Belén Alegria Camps,2792,2017,true,2,febrero
1,10,20,Bogota,Sabas Barceló Pou,0,cll 26 #92-48,28,sabas6@gmail.com,2023,Qtr 3,julio,19,M,1899-12-30 05:29:41,Lenovo,Lenovo,Billetera Digital,HP Envy 13,Lenovo Yoga 7i,Lenovo Legion 5 Pro,HP,4000000,44000000,72000000,4000000,44000000,144000000,TechCore Bogota #1,'+34901 738 418,228000000,Evaristo Guillen Peña,12454,2023,true,7,julio
1,10,20,Bogota,Sabas Saldaña Gomez,0,cll 36 #43-6,44,sabas57@hotmail.com,2019,Qtr 2,abril,24,M,1899-12-30 20:59:40,Apple,Dell,Tarjeta Crédito,HP Omen 16,Apple MacBook Air M1,Dell Alienware m15,HP,6000000,55000000,80000000,6000000,55000000,160000000,TechCore Bogota #1,'+34 806 336 776,275000000,Griselda Arnaiz Palacio,18089,2019,true,4,abril
1,10,20,Bogota,Salomé de Ureña,1,cra 88 #93-10,42,salomé20@gmail.com,2019,Qtr 4,noviembre,25,F,1899-12-30 17:12:47,Acer,HP,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Acer Swift 3,HP Omen 16,Lenovo,6800000,26000000,60000000,6800000,26000000,120000000,TechCore Bogota #2,'+34 874422289,192600000,Edu Juan Pedraza,18018,2019,true,11,noviembre
1,10,20,Bogota,Salomé Lobato Yáñez,0,cra 23 #49-23,32,salomé82@hotmail.com,2018,Qtr 1,marzo,31,F,1899-12-30 19:33:30,HP,Lenovo,No especificado,Apple MacBook Pro 14,HP Omen 16,Lenovo Yoga 7i,Apple,8000000,60000000,44000000,8000000,60000000,88000000,TechCore Bogota #2,'+34877 830 709,228000000,Herminia Meléndez-Huguet,2635,2018,true,3,marzo
1,10,20,Bogota,Salomé Valls Manso,0,cra 7 #17-79,25,salomé43@hotmail.com,2016,Qtr 4,octubre,19,F,1899-12-30 05:24:52,Acer,Apple,Transferencia,Dell Inspiron 15,Acer Swift 3,Apple MacBook Pro 16,Dell,3000000,26000000,96000000,3000000,26000000,192000000,TechCore Bogota #2,'+34 924724283,248000000,Edu Juan Pedraza,3514,2016,true,10,octubre
1,10,20,Bogota,Samuel de Ugarte,15,cra 20 #40-24,23,samuel15@hotmail.com,2018,Qtr 3,julio,18,M,1899-12-30 15:36:07,Lenovo,Dell,Efectivo,Asus ROG Strix G15,Lenovo Yoga 7i,Dell Latitude 7420,Asus,6400000,44000000,56000000,6400000,44000000,112000000,TechCore Bogota #1,'+34 947 21 98 21,187000000,Aura del Bermúdez,22201,2018,true,7,julio
1,10,20,Bogota,Sandalio Aguirre Padilla,1,cll 16 #34-94,19,sandalio93@gmail.com,2024,Qtr 1,febrero,19,M,1899-12-30 02:57:19,Dell,Apple,Billetera Digital,Apple MacBook Air M1,Dell XPS 13,Apple MacBook Pro 14,Apple,5500000,48000000,80000000,5500000,48000000,160000000,TechCore Bogota #2,'+34841 366 809,236700000,Olivia Armas Ayuso,18862,2024,true,2,febrero
1,10,20,Bogota,Sandalio Olivé Méndez,0,cra 98 #70-69,36,sandalio33@gmail.com,2024,Qtr 2,junio,4,M,1899-12-30 05:37:21,Lenovo,Dell,Transferencia,HP Spectre x360,Lenovo Legion 5 Pro,Dell Alienware m15,HP,5200000,72000000,80000000,5200000,72000000,160000000,TechCore Bogota #2,'+34 823 392 852,284000000,Olivia Armas Ayuso,13644,2024,true,6,junio
1,10,20,Bogota,Sandalio Reig-Olivé,0,cll 11 #30-35,31,sandalio46@gmail.com,2021,Qtr 4,diciembre,27,M,1899-12-30 07:58:19,Dell,Acer,Tarjeta Crédito,Microsoft Surface Pro 9,Dell Alienware m15,Acer Nitro 5,Microsoft,4400000,80000000,40000000,4400000,80000000,80000000,TechCore Bogota #1,'+34 836 179 583,204000000,Evaristo Guillen Peña,2072,2021,true,12,diciembre
1,10,20,Bogota,Sara Osuna,1,cra 31 #19-60,24,sara89@hotmail.com,2017,Qtr 2,mayo,1,F,1899-12-30 05:51:27,Lenovo,Lenovo,Tarjeta Crédito,HP Spectre x360,Lenovo Legion 5 Pro,Lenovo IdeaPad 5,HP,5200000,72000000,28000000,5200000,72000000,56000000,TechCore Bogota #1,'+34826935470,162000000,Griselda Arnaiz Palacio,25685,2017,true,5,mayo
1,10,20,Bogota,Sebastián Pavón Iniesta,0,cll 5 #98-30,51,sebastián40@gmail.com,2025,Qtr 3,agosto,6,M,1899-12-30 05:38:24,Lenovo,Asus,Tarjeta Crédito,Apple MacBook Pro 16,Lenovo ThinkPad X1 Carbon,Asus ROG Strix G15,Apple,9600000,68000000,64000000,9600000,68000000,128000000,TechCore Bogota #1,'+34 988045396,292000000,Aura del Bermúdez,985,2025,true,8,agosto
1,10,20,Bogota,Sebastian Tudela Olivares,0,cll 95 #9-18,40,sebastian12@yahoo.com,2018,Qtr 1,enero,4,M,1899-12-30 08:51:03,HP,Dell,Transferencia,Acer Swift 3,HP Omen 16,Dell Alienware m15,Acer,2600000,60000000,80000000,2600000,60000000,160000000,TechCore Bogota #1,'+34 902534355,246000000,Evaristo Guillen Peña,14370,2018,true,1,enero
1,10,20,Bogota,Sergio del Maldonado,0,cll 2 #19-7,31,sergio48@yahoo.com,2015,Qtr 1,febrero,28,M,1899-12-30 16:08:15,Lenovo,Lenovo,Tarjeta Débito,HP Omen 16,Lenovo Legion 5 Pro,Lenovo ThinkPad X1 Carbon,HP,6000000,72000000,68000000,6000000,72000000,136000000,TechCore Bogota #2,'+34 975 641 704,268000000,Olivia Armas Ayuso,8446,2015,true,2,febrero
1,10,20,Bogota,Seve Garay Nevado,0,cra 12 #9-78,23,seve51@yahoo.com,2015,Qtr 1,enero,29,M,1899-12-30 14:04:43,Apple,Lenovo,Billetera Digital,Lenovo ThinkPad X1 Carbon,Apple MacBook Pro 16,Lenovo Yoga 7i,Lenovo,6800000,96000000,44000000,6800000,96000000,88000000,TechCore Bogota #2,'+34973 692 132,252000000,Armida Azorin Plaza,21992,2015,true,1,enero
1,10,20,Bogota,Severino del Armas,1,cll 55 #30-94,40,severino94@gmail.com,2023,Qtr 2,junio,17,M,1899-12-30 01:39:13,Apple,Apple,Transferencia,Lenovo IdeaPad 5,Apple MacBook Air M1,Apple iMac 24,Lenovo,2800000,55000000,64000000,2800000,55000000,128000000,TechCore Bogota #2,'+34682 50 50 55,189900000,Edu Juan Pedraza,11586,2023,true,6,junio
1,10,20,Bogota,Sigfrido Cruz Amores,5,cra 45 #90-27,42,sigfrido66@yahoo.com,2019,Qtr 1,enero,1,M,1899-12-30 15:41:16,Microsoft,HP,Efectivo,HP Envy 13,Microsoft Surface Pro 9,HP Spectre x360,HP,4000000,44000000,52000000,4000000,44000000,104000000,TechCore Bogota #1,'+34 979 919 076,178600000,Griselda Arnaiz Palacio,25391,2019,true,1,enero
1,10,20,Bogota,Socorro Noriega Cuéllar,0,cll 7 #76-45,24,socorro96@gmail.com,2018,Qtr 2,junio,19,F,1899-12-30 14:40:13,Apple,HP,Efectivo,Acer Aspire 5,Apple MacBook Air M1,HP Omen 16,Acer,2000000,55000000,60000000,2000000,55000000,120000000,TechCore Bogota #1,'+34 833 11 22 36,195000000,Griselda Arnaiz Palacio,28317,2018,true,6,junio
1,10,20,Bogota,Sol Santamaria Cerdán,0,cll 76 #40-25,30,sol98@yahoo.com,2016,Qtr 4,diciembre,24,F,1899-12-30 08:07:04,HP,Acer,Transferencia,Lenovo ThinkPad X1 Carbon,HP Spectre x360,Acer Aspire 5,Lenovo,6800000,52000000,20000000,6800000,52000000,40000000,TechCore Bogota #2,'+34 927 936 376,160000000,Armida Azorin Plaza,3718,2016,true,12,diciembre
1,10,20,Bogota,Sonia Almansa Aguiló,0,cll 38 #87-38,49,sonia20@gmail.com,2016,Qtr 4,noviembre,6,F,1899-12-30 04:56:58,HP,Dell,Tarjeta Crédito,Asus TUF Gaming A15,HP Pavilion 15,Dell Latitude 7420,Asus,4800000,35000000,56000000,4800000,35000000,112000000,TechCore Bogota #1,'+34901 633 414,195000000,Evaristo Guillen Peña,27653,2016,true,11,noviembre
1,10,20,Bogota,Tadeo Ramirez Guijarro,1,cll 89 #19-6,34,tadeo53@hotmail.com,2022,Qtr 1,febrero,17,M,1899-12-30 15:08:05,HP,HP,Tarjeta Crédito,Dell Latitude 7420,HP Envy 13,HP Omen 16,Dell,5600000,40000000,60000000,5600000,40000000,120000000,TechCore Bogota #2,'+34 972 583 588,194400000,Eloísa Plaza Hurtado,15121,2022,true,2,febrero
1,10,20,Bogota,Teo Cano Montes,5,cra 27 #88-32,24,teo7@hotmail.com,2020,Qtr 3,agosto,4,M,1899-12-30 14:29:53,Asus,Dell,Billetera Digital,Dell Alienware m15,Asus TUF Gaming A15,Dell XPS 13,Dell,8000000,48000000,48000000,8000000,48000000,96000000,TechCore Bogota #1,'+34 984 228 911,212800000,Evaristo Guillen Peña,12742,2020,true,8,agosto
1,10,20,Bogota,Teodora Bernad Antón,0,cll 82 #73-14,49,teodora80@hotmail.com,2021,Qtr 2,mayo,20,F,1899-12-30 18:57:07,Acer,Lenovo,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Acer Nitro 5,Lenovo Legion 5 Pro,Lenovo,6800000,40000000,72000000,6800000,40000000,144000000,TechCore Bogota #1,'+34842 28 11 37,252000000,Evaristo Guillen Peña,9136,2021,true,5,mayo
1,10,20,Bogota,Teodoro Iker Rovira Pablo,0,cra 83 #56-3,20,teodoro36@gmail.com,2016,Qtr 4,diciembre,29,M,1899-12-30 04:54:55,HP,Asus,Transferencia,HP Spectre x360,HP Envy 13,Asus ROG Strix G15,HP,5200000,40000000,64000000,5200000,40000000,128000000,TechCore Bogota #1,'+34974 20 20 64,220000000,María Belén Alegria Camps,24843,2016,true,12,diciembre
1,10,20,Bogota,Tere Lerma Barrios,0,cll 74 #89-52,46,tere68@yahoo.com,2015,Qtr 4,diciembre,27,F,1899-12-30 11:20:15,Lenovo,Lenovo,Efectivo,Acer Nitro 5,Lenovo ThinkPad X1 Carbon,Lenovo IdeaPad 5,Acer,4000000,68000000,28000000,4000000,68000000,56000000,TechCore Bogota #1,'+34 874 965 145,164000000,Poncio Gabriel Poza Acedo,21340,2015,true,12,diciembre
1,10,20,Bogota,Teresita Gomez,0,cll 78 #76-60,48,teresita62@yahoo.com,2018,Qtr 4,diciembre,30,F,1899-12-30 04:02:11,Acer,Dell,Efectivo,Asus ZenBook 14,Acer Swift 3,Dell Alienware m15,Asus,3800000,26000000,80000000,3800000,26000000,160000000,TechCore Bogota #2,'+34986 493 188,224000000,Edu Juan Pedraza,28912,2018,true,12,diciembre
1,10,20,Bogota,Timoteo Bernad Duarte,0,cra 62 #89-85,49,timoteo42@hotmail.com,2014,Qtr 4,diciembre,18,M,1899-12-30 11:31:55,Acer,HP,Billetera Digital,MSI GS66 Stealth,Acer Swift 3,HP Pavilion 15,MSI,8000000,26000000,35000000,8000000,26000000,70000000,TechCore Bogota #1,'+34 920 134 276,176000000,Griselda Arnaiz Palacio,1554,2014,true,12,diciembre
1,10,20,Bogota,Tomás Barros Quiroga,1,cll 53 #79-88,46,tomás29@hotmail.com,2025,Qtr 3,agosto,17,M,1899-12-30 20:45:22,Apple,HP,Tarjeta Crédito,Apple MacBook Pro 14,Apple MacBook Air M1,HP Omen 16,Apple,8000000,55000000,60000000,8000000,55000000,120000000,TechCore Bogota #1,'+34 973 091 858,229500000,Griselda Arnaiz Palacio,22151,2025,true,8,agosto
1,10,20,Bogota,Tomasa de Pastor,0,cll 76 #25-80,34,tomasa96@hotmail.com,2019,Qtr 3,agosto,11,F,1899-12-30 02:53:02,Dell,Asus,Tarjeta Crédito,Dell Alienware m15,Dell Inspiron 15,Asus TUF Gaming A15,Dell,8000000,30000000,48000000,8000000,30000000,96000000,TechCore Bogota #2,'+34 926673723,206000000,Armida Azorin Plaza,7550,2019,true,8,agosto
1,10,20,Bogota,Toni Abril Figueroa,0,cll 34 #97-33,47,toni73@gmail.com,2021,Qtr 1,febrero,8,M,1899-12-30 17:13:30,Dell,Dell,Tarjeta Débito,Apple MacBook Pro 14,Dell Latitude 7420,Dell Inspiron 15,Apple,8000000,56000000,30000000,8000000,56000000,60000000,TechCore Bogota #1,'+34 879 55 63 76,196000000,Griselda Arnaiz Palacio,10941,2021,true,2,febrero
1,10,20,Bogota,Toño Tomas Fuente,15,cll 74 #8-37,38,toño91@gmail.com,2024,Qtr 1,marzo,30,M,1899-12-30 05:10:26,Asus,HP,Tarjeta Débito,Dell Latitude 7420,Asus VivoBook 15,HP Envy 13,Dell,5600000,24000000,40000000,5600000,24000000,80000000,TechCore Bogota #2,'+34986958299,136000000,Edu Juan Pedraza,24036,2024,true,3,marzo
1,10,20,Bogota,Trinidad Santamaria Oliver,5,cll 9 #78-84,30,trinidad86@yahoo.com,2015,Qtr 2,abril,25,M,1899-12-30 14:11:14,HP,HP,Tarjeta Débito,Dell Alienware m15,HP Spectre x360,HP Pavilion 15,Dell,8000000,52000000,35000000,8000000,52000000,70000000,TechCore Bogota #1,'+34 715714390,191900000,María Belén Alegria Camps,5351,2015,true,4,abril
1,10,20,Bogota,Tristán Palmer Casanovas,0,cra 66 #10-72,33,tristán84@gmail.com,2022,Qtr 1,enero,30,M,1899-12-30 16:04:25,Apple,Asus,Billetera Digital,HP Omen 16,Apple iMac 24,Asus TUF Gaming A15,HP,6000000,64000000,48000000,6000000,64000000,96000000,TechCore Bogota #2,'+34826 52 24 16,220000000,Edu Juan Pedraza,24850,2022,true,1,enero
1,10,20,Bogota,Valentina Abascal Benet,0,cra 94 #73-18,26,valentina38@hotmail.com,2017,Qtr 2,junio,30,F,1899-12-30 10:34:01,HP,Dell,Efectivo,HP Envy 13,HP Omen 16,Dell XPS 13,HP,4000000,60000000,48000000,4000000,60000000,96000000,TechCore Bogota #2,'+34705 562 055,196000000,Armida Azorin Plaza,7901,2017,true,6,junio
1,10,20,Bogota,Valeria Anselma Nogués Peinado,0,cll 6 #61-31,40,valeria30@hotmail.com,2021,Qtr 1,marzo,18,F,1899-12-30 02:41:10,Asus,Lenovo,Tarjeta Crédito,Acer Swift 3,Asus ROG Strix G15,Lenovo Legion 5 Pro,Acer,2600000,64000000,72000000,2600000,64000000,144000000,TechCore Bogota #1,'+34638639600,234000000,Griselda Arnaiz Palacio,11574,2021,true,3,marzo
1,10,20,Bogota,Vicenta Carmona Soriano,0,cll 33 #86-54,40,vicenta95@yahoo.com,2019,Qtr 2,abril,3,F,1899-12-30 20:14:12,Asus,Lenovo,Tarjeta Débito,Apple MacBook Air M1,Asus ROG Strix G15,Lenovo IdeaPad 5,Apple,5500000,64000000,28000000,5500000,64000000,56000000,TechCore Bogota #2,'+34824 04 56 33,175000000,Olivia Armas Ayuso,3858,2019,true,4,abril
1,10,20,Bogota,Vicente Amo Fábregas,0,cll 50 #48-65,36,vicente81@hotmail.com,2024,Qtr 2,mayo,18,M,1899-12-30 14:30:49,Lenovo,HP,Efectivo,Dell XPS 13,Lenovo ThinkPad X1 Carbon,HP Envy 13,Dell,4800000,68000000,40000000,4800000,68000000,80000000,TechCore Bogota #2,'+34 871034954,196000000,Armida Azorin Plaza,27212,2024,true,5,mayo
1,10,20,Bogota,Victor Belda,0,cra 36 #98-92,35,victor56@gmail.com,2023,Qtr 2,abril,19,M,1899-12-30 02:49:02,Lenovo,HP,Tarjeta Crédito,HP Omen 16,Lenovo ThinkPad X1 Carbon,HP Pavilion 15,HP,6000000,68000000,35000000,6000000,68000000,70000000,TechCore Bogota #1,'+34877 40 55 64,198000000,Evaristo Guillen Peña,29405,2023,true,4,abril
1,10,20,Bogota,Víctor Castellanos Simó,0,cll 72 #70-13,27,víctor72@gmail.com,2020,Qtr 1,marzo,9,M,1899-12-30 20:16:04,Dell,Lenovo,Efectivo,Dell Inspiron 15,Dell XPS 13,Lenovo ThinkPad X1 Carbon,Dell,3000000,48000000,68000000,3000000,48000000,136000000,TechCore Bogota #2,'+34 846 514 586,214000000,Olivia Armas Ayuso,125,2020,true,3,marzo
1,10,20,Bogota,Victor Manuel Piquer Barros,5,cra 80 #96-76,38,victor60@hotmail.com,2019,Qtr 3,septiembre,13,M,1899-12-30 20:54:13,HP,HP,Billetera Digital,Dell Inspiron 15,HP Spectre x360,HP Pavilion 15,Dell,3000000,52000000,35000000,3000000,52000000,70000000,TechCore Bogota #1,'+34965087357,144400000,Evaristo Guillen Peña,1619,2019,true,9,septiembre
1,10,20,Bogota,Victor Manuel Román Aroca,5,cll 66 #48-87,22,"",2023,Qtr 4,diciembre,23,M,1899-12-30 02:32:48,HP,Lenovo,Transferencia,HP Envy 13,HP Spectre x360,Lenovo Legion 5 Pro,HP,4000000,52000000,72000000,4000000,52000000,144000000,TechCore Bogota #2,'+34 807 025 814,224200000,Herminia Meléndez-Huguet,21876,2023,true,12,diciembre
1,10,20,Bogota,Victor Yáñez Plaza,0,cll 26 #41-75,20,victor88@yahoo.com,2022,Qtr 2,junio,4,M,1899-12-30 05:59:44,Dell,Acer,Tarjeta Crédito,Lenovo IdeaPad 5,Dell Latitude 7420,Acer Aspire 5,Lenovo,2800000,56000000,20000000,2800000,56000000,40000000,TechCore Bogota #2,'+34 921218221,124000000,Edu Juan Pedraza,15258,2022,true,6,junio
1,10,20,Bogota,Victoria Calderón Saura,0,cra 13 #88-55,38,victoria90@hotmail.com,2021,Qtr 3,julio,12,F,1899-12-30 06:32:00,Lenovo,Apple,Transferencia,Dell XPS 13,Lenovo IdeaPad 5,Apple MacBook Air M1,Dell,4800000,28000000,55000000,4800000,28000000,110000000,TechCore Bogota #2,'+34823 770 567,186000000,Edu Juan Pedraza,14607,2021,true,7,julio
1,10,20,Bogota,Victoriano Villalobos Coello,0,cll 61 #61-17,24,victoriano39@gmail.com,2019,Qtr 3,agosto,19,M,1899-12-30 13:14:14,HP,Samsung,Tarjeta Crédito,Apple iMac 24,HP Pavilion 15,Samsung Galaxy Book Flex,Apple,6400000,35000000,56000000,6400000,35000000,112000000,TechCore Bogota #1,'+34 727 43 47 40,211000000,María Belén Alegria Camps,18910,2019,true,8,agosto
1,10,20,Bogota,Victorino Peralta Araujo,0,cll 61 #21-53,34,victorino41@yahoo.com,2020,Qtr 2,junio,5,M,1899-12-30 23:11:02,Lenovo,Microsoft,Tarjeta Crédito,MSI Modern 14,Lenovo Legion 5 Pro,Microsoft Surface Pro 9,MSI,2800000,72000000,44000000,2800000,72000000,88000000,TechCore Bogota #1,'+34972265666,188000000,María Belén Alegria Camps,12760,2020,true,6,junio
1,10,20,Bogota,Vidal Bastida Dueñas,0,cra 11 #81-26,22,vidal86@gmail.com,2023,Qtr 4,noviembre,26,M,1899-12-30 11:36:33,Apple,HP,No especificado,Samsung Galaxy Book Pro,Apple MacBook Pro 14,HP Pavilion 15,Samsung,4800000,80000000,35000000,4800000,80000000,70000000,TechCore Bogota #2,'+34878 745 977,198000000,Armida Azorin Plaza,11897,2023,true,11,noviembre
1,10,20,Bogota,Virgilio Valderrama Soler,0,cll 85 #11-21,48,virgilio16@gmail.com,2024,Qtr 3,septiembre,19,M,1899-12-30 23:42:00,Lenovo,Dell,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo IdeaPad 5,Dell Alienware m15,Lenovo,7200000,28000000,80000000,7200000,28000000,160000000,TechCore Bogota #1,'+34803315825,260000000,Aura del Bermúdez,583,2024,true,9,septiembre
1,10,20,Bogota,Virginia Fonseca Jaume,0,cll 22 #25-50,29,virginia33@yahoo.com,2019,Qtr 3,septiembre,28,F,1899-12-30 12:17:08,MSI,Lenovo,Transferencia,Asus TUF Gaming A15,MSI GE76 Raider,Lenovo IdeaPad 5,Asus,4800000,100000000,28000000,4800000,100000000,56000000,TechCore Bogota #2,'+34 968 36 32 09,204000000,Eloísa Plaza Hurtado,24419,2019,true,9,septiembre
1,10,20,Bogota,Wálter del Carranza,0,cra 96 #62-2,19,wálter29@gmail.com,2023,Qtr 2,junio,28,M,1899-12-30 03:24:59,Lenovo,Dell,Tarjeta Crédito,HP Envy 13,Lenovo IdeaPad 5,Dell XPS 13,HP,4000000,28000000,48000000,4000000,28000000,96000000,TechCore Bogota #1,'+34 849 329 039,164000000,Griselda Arnaiz Palacio,16254,2023,true,6,junio
1,10,20,Bogota,Wilfredo del Blanco,0,cra 2 #94-15,35,wilfredo35@yahoo.com,2024,Qtr 4,diciembre,7,M,1899-12-30 07:40:49,HP,Dell,Efectivo,Asus VivoBook 15,HP Pavilion 15,Dell Latitude 7420,Asus,2400000,35000000,56000000,2400000,35000000,112000000,TechCore Bogota #2,'+34 715893691,171000000,Herminia Meléndez-Huguet,16960,2024,true,12,diciembre
1,10,20,Bogota,Xiomara María Carmen Iniesta Palacios,1,cll 1 #23-28,32,xiomara36@gmail.com,2021,Qtr 2,abril,9,F,1899-12-30 19:40:57,Dell,Apple,Billetera Digital,Dell Inspiron 15,Dell Latitude 7420,Apple MacBook Pro 14,Dell,3000000,56000000,80000000,3000000,56000000,160000000,TechCore Bogota #2,'+34845 39 36 76,221400000,Olivia Armas Ayuso,3280,2021,true,4,abril
1,10,20,Bogota,Zacarías de Peinado,0,cra 28 #50-68,28,zacarías9@yahoo.com,2023,Qtr 1,enero,19,M,1899-12-30 20:36:20,HP,HP,Transferencia,Lenovo IdeaPad 5,HP Spectre x360,HP Pavilion 15,Lenovo,2800000,52000000,35000000,2800000,52000000,70000000,TechCore Bogota #2,'+34 954067118,150000000,Olivia Armas Ayuso,28607,2023,true,1,enero
1,10,20,Bogota,Zoraida Gual Garcés,0,cll 26 #79-98,28,zoraida67@yahoo.com,2020,Qtr 1,enero,26,F,1899-12-30 03:42:29,HP,HP,Tarjeta Débito,Lenovo Yoga 7i,HP Spectre x360,HP Omen 16,Lenovo,4400000,52000000,60000000,4400000,52000000,120000000,TechCore Bogota #2,'+34 975 03 41 57,216000000,Herminia Meléndez-Huguet,22200,2020,true,1,enero
